product_id,image_url,upload_time,file_size
245065,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/FvrDtMwoSqMUnwKZ.png,2026-01-07T08:55:35-05:00,714575
245072,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/SpYDhRwnyqpWYqJh.png,2026-01-07T08:55:39-05:00,631571
245068,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/xNzBKlpWDQzrrart.png,2026-01-07T08:55:44-05:00,1031948
245070,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/TIFhvgshoScHPjsW.png,2026-01-07T08:55:48-05:00,736255
245071,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/eQOUECqixcyUMwvq.png,2026-01-07T08:55:52-05:00,691102
245069,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/HzhGOfYtaRENHkSR.png,2026-01-07T08:55:56-05:00,722086
AGIL-699968-301,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/TdUHvJMNLbIyeWDo.png,2026-01-07T08:56:00-05:00,672469
DAIC-80511,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/qMxwjCQCONitEmuC.png,2026-01-07T08:56:05-05:00,677866
DAIC-80592,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/tWDqvudlLMaOMeoo.png,2026-01-07T08:56:09-05:00,796390
DAIC-88592,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/kzVpJitbIlOhOFGw.png,2026-01-07T08:56:13-05:00,710438
DAIC-80593,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/URbmxzrQMHWaxVNm.png,2026-01-07T08:56:17-05:00,737230
DAIC-80523,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/fAcoEPwKXoSoBUdv.png,2026-01-07T08:56:22-05:00,660212
DAIC-80524,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/pDltwlZujPVCIlOU.png,2026-01-07T08:56:26-05:00,739005
DAIC-80522,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/uzSxsWXvvBphutBm.png,2026-01-07T08:56:30-05:00,228426
AGIL-121-1012,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/bbxyQjrWdMLNJebn.png,2026-01-07T08:56:34-05:00,995093
PHEN-7HK-G009-22,https://files.manuscdn.com/user_upload_by_module/session_file/310419663031980410/gjZoCcxHiAHneHhr.png,2026-01-07T08:56:38-05:00,1081399
